Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime,Left_B2B,Right_B2B,Left_EWMA_7,Right_EWMA_7,Left_EWMA_28,Right_EWMA_28
2005-2006,2006-01-23,Utah Jazz,89,78,Brooklyn Nets,0OT,0,0,23.36480008244478,24.532581100590612,23.85898727645715,22.502649564541453
2005-2006,2006-01-23,Golden State Warriors,93,96,Los Angeles Clippers,0OT,1,1,23.46739764074294,26.82900881793976,20.401587205236886,21.309458063434743
2005-2006,2006-01-24,Cleveland Cavaliers,96,66,Indiana Pacers,0OT,0,1,17.82216289939563,30.764118135983736,21.228130880164578,26.64303292282732
2005-2006,2006-01-24,Orlando Magic,111,102,Phoenix Suns,0OT,0,0,18.230947791757522,23.045020435905094,21.940200492502385,24.457960294312915
2005-2006,2006-01-24,Philadelphia 76ers,109,103,Sacramento Kings,0OT,0,0,20.730480174836238,25.635522536931628,21.92133594226224,24.17482346298249
2005-2006,2006-01-24,Miami Heat,94,82,Memphis Grizzlies,0OT,0,0,17.97604054671786,21.193105445558608,20.846480245817546,22.554407961007072
2005-2006,2006-01-24,Minnesota Timberwolves,83,107,Detroit Pistons,0OT,0,0,20.161467724348245,19.237023337468436,21.94174254743963,22.113875542522933
2005-2006,2006-01-24,San Antonio Spurs,104,76,Charlotte Hornets,0OT,0,0,20.503414619280992,18.7902256540681,22.524728767661692,23.056535999876285
2005-2006,2006-01-25,Atlanta Hawks,97,106,Cleveland Cavaliers,0OT,0,1,18.092578239188832,25.36662217454672,21.864223331554715,23.074466681532538
2005-2006,2006-01-25,Toronto Raptors,88,104,Chicago Bulls,0OT,0,0,24.90619160358942,14.572951318101707,24.24740328102954,21.60851538183977
2005-2006,2006-01-25,Boston Celtics,87,89,Washington Wizards,0OT,0,0,22.483784817452243,15.788643486022204,24.189689950874456,21.6839591775501
2005-2006,2006-01-25,Detroit Pistons,106,102,Milwaukee Bucks,1OT,1,0,26.42776750310133,23.113315173893767,23.89912550510756,24.9685927648347
2005-2006,2006-01-25,New York Knicks,102,106,Sacramento Kings,1OT,0,1,13.641604129734645,31.22664190269872,21.744416203146805,25.817939086225078
2005-2006,2006-01-25,New Orleans Pelicans,68,84,San Antonio Spurs,0OT,0,1,22.83664586266866,27.377560964460745,24.03061932054421,24.281644025064335
2005-2006,2006-01-25,Houston Rockets,102,78,Charlotte Hornets,0OT,0,1,25.18500604954974,26.092669240551075,24.794123517263646,24.77677489643654
2005-2006,2006-01-25,Memphis Grizzlies,107,87,Minnesota Timberwolves,0OT,1,1,27.894829084168954,27.121100793261185,24.309276377489343,23.738863751064482
2005-2006,2006-01-25,Utah Jazz,94,113,Oklahoma City Thunder,0OT,0,0,22.14270004637519,15.059168797509571,23.763616794931345,21.190826273489836
2005-2006,2006-01-25,Portland Trail Blazers,94,97,Denver Nuggets,0OT,0,0,11.572358052011818,24.629735267224312,18.08035671585928,25.129790354190664
2005-2006,2006-01-25,Golden State Warriors,93,102,Dallas Mavericks,0OT,0,0,22.200411172917903,15.996730201921352,20.76665525876063,21.68997524853193
2005-2006,2006-01-25,Los Angeles Clippers,90,77,Brooklyn Nets,0OT,0,0,24.091317460091116,22.799576869082216,21.55362060433285,22.587909075565655
